feature	profile	wire_B	budget_s	measured_s	status	note
monitor_bar	narrow	-	-	4372	INFO	chip_live=81 chip_demo=0 rtt=1..4372ms loss_max=67.5% reconnects=1 run=2026-09-04T01:10:41Z bw=16Kbit/s delay=- plr=0.0 icmp_rtt=84.944 icmp_loss=0.0% scope=udp+icmp on bridge100, relay TCP unshaped
chat_text	narrow	27	276	3.6	PASS	sender_ms=3643 peer_ms=3643 sha_match=true media=realAudio typed in the composer, sent with the send button run=2026-09-04T01:10:41Z bw=16Kbit/s delay=- plr=0.0 icmp_rtt=84.944 icmp_loss=0.0% scope=udp+icmp on bridge100, relay TCP unshaped
photo	narrow	57431	276	228.6	PASS	sender_ms=228593 peer_ms=228593 sha_match=true media=realAudio JPEG fixture via the photo button, staged ladder, phone verified the original sha256 run=2026-09-04T01:10:41Z bw=16Kbit/s delay=- plr=0.0 icmp_rtt=84.944 icmp_loss=0.0% scope=udp+icmp on bridge100, relay TCP unshaped
voice_note	narrow	24000	276	186.2	PASS	sender_ms=211122 peer_ms=186183 sha_match=true media=realAudio recorded 6s with the composer mic, sent; content is the app's placeholder audio (no recorder dependency), transfer and integrity are real run=2026-09-04T01:10:41Z bw=16Kbit/s delay=- plr=0.0 icmp_rtt=84.944 icmp_loss=0.0% scope=udp+icmp on bridge100, relay TCP unshaped
video_note	narrow	64000	276	101.9	PASS	sender_ms=106746 peer_ms=101945 sha_match=true media=realAudio synthetic clip bytes via the attach button, binary video lane, phone verified the sha256 run=2026-09-04T01:10:41Z bw=16Kbit/s delay=- plr=0.0 icmp_rtt=84.944 icmp_loss=0.0% scope=udp+icmp on bridge100, relay TCP unshaped
call_connect	loss60	-	300	5.9	PASS	outcome=Connected app_end=Call_ended peer_end=remoteHangup media=realAudio run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped app_relay=localhost(unshaped) recording=1x120s,347141312B
monitor_bar	loss60	-	-	2	INFO	chip_live=87 chip_demo=0 rtt=1..2ms loss_max=63.0% reconnects=0 run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped
chat_text	loss60	27	128	0.5	PASS	sender_ms=507 peer_ms=507 sha_match=true media=realAudio typed in the composer, sent with the send button run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped
photo	loss60	57431	128	2.5	PASS	sender_ms=2491 peer_ms=2491 sha_match=true media=realAudio JPEG fixture via the photo button, staged ladder, phone verified the original sha256 run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped
voice_note	loss60	24000	128	7.3	PASS	sender_ms=7328 peer_ms=7328 sha_match=true media=realAudio recorded 6s with the composer mic, sent; content is the app's placeholder audio (no recorder dependency), transfer and integrity are real run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped
video_note	loss60	64000	128	0.9	PASS	sender_ms=929 peer_ms=929 sha_match=true media=realAudio synthetic clip bytes via the attach button, binary video lane, phone verified the sha256 run=2026-09-04T01:25:26Z bw=- delay=- plr=0.60 icmp_rtt=1.014 icmp_loss=85.0% scope=udp+icmp on bridge100, relay TCP unshaped
call_connect	extreme	-	300	5.6	PASS	outcome=Connected app_end=Call_ended peer_end=remoteHangup media=realAudio run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped app_relay=localhost(unshaped) recording=4x120s,1336226097B
monitor_bar	extreme	-	1000	6184	PASS	chip_live=75 chip_demo=0 rtt=1..6184ms loss_max=68.1% reconnects=2 run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped
chat_text	extreme	27	398	17.1	PASS	sender_ms=17701 peer_ms=17095 sha_match=true media=realAudio typed in the composer, sent with the send button run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped
photo	extreme	57431	398	4.9	PASS	sender_ms=4883 peer_ms=4883 sha_match=true media=realAudio JPEG fixture via the photo button, staged ladder, phone verified the original sha256 run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped
voice_note	extreme	24000	398	63.1	PASS	sender_ms=63130 peer_ms=63130 sha_match=true media=realAudio recorded 6s with the composer mic, sent; content is the app's placeholder audio (no recorder dependency), transfer and integrity are real run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped
video_note	extreme	64000	398	387.3	PASS	sender_ms=387303 peer_ms=387303 sha_match=true media=realAudio synthetic clip bytes via the attach button, binary video lane, phone verified the sha256 run=2026-09-04T01:31:01Z bw=16Kbit/s delay=1000 plr=0.15 icmp_rtt=2085.140 icmp_loss=25.0% scope=udp+icmp on bridge100, relay TCP unshaped
